source,level,target
2347,4,1048
8542,4,1048
2348,4,1048
8407,4,1048
2346,4,1048
1048,4,1048
3050,4,3050
5626,4,5626
3173,4,3173
5843,4,5843
1554,4,1554
763,4,763
5175,4,5175
1680,4,1680
1139,4,6043
6045,4,6043
6699,4,6043
6043,4,6043
4469,4,6043
7384,4,3256
3256,4,3256
7212,4,7212
4267,4,4267
6139,4,4424
6774,4,4424
5180,4,4424
4424,4,4424
3011,4,4424
c_25fe24f4,4,4424
6777,4,4424
5745,4,4424
30,4,4424
5190,4,4424
5195,4,4424
6776,4,4424
6906,4,4424
3860,4,4424
4699,4,4424
4431,4,4424
5182,4,4424
4433,4,4424
3017,4,4424
4429,4,4424
4698,4,4424
3018,4,4424
3022,4,4424
4425,4,4424
c_ccac12ef,4,4424
4502,4,4424
3875,4,4424
3010,4,4424
401,4,401
1720,4,1720
2392,4,2392
549,4,549
3201,4,3201
3724,4,3724
7411,4,7411
c_de77a2c0,4,c_de77a2c0
1445,4,1598
1598,4,1598
c_c5c9cfc7,4,c_c5c9cfc7
6223,4,6223
5086,4,5086
1724,4,1724
447756,4,447756
1311,4,1311
345,4,345
1470,4,1470
166,4,166
5044,4,5044
588,4,588
737,4,737
167,4,2816
3662,4,2816
3663,4,2816
1640,4,2816
550,4,2816
5043,4,2816
3665,4,2816
3661,4,2816
5042,4,2816
2816,4,2816
3666,4,2816
1821,4,2816
3827,4,3827
5345,4,5345
c_5bad9438,4,c_5bad9438
1924,4,1924
1175,4,1175
2146,4,2146
6140,4,6140
1409,4,1409
2800,4,1438
2811,4,1438
1438,4,1438
3903,4,3903
443048,4,2856
2856,4,2856
7389,4,2856
7812,4,2856
4612,4,4612
5394,4,5486
5485,4,5486
5486,4,5486
2957,4,2957
7860,4,7860
7189,4,7189
710,4,710
4517,4,4517
365,4,365
5647,4,365
6344,4,6344
1556,4,1556
4251,4,4251
6383,4,6383
2730,4,2730
716,4,1927
1927,4,1927
898,4,1927
897,4,1927
777,4,1927
c_243b7be2,4,c_243b7be2
2082,4,2082
2892,4,2892
5169,4,5169
5512,4,5169
6262,4,6262
638,4,638
434909,4,434909
5160,4,5160
1275,4,1275
1080,4,1080
1824,4,1824
7216,4,7216
3453,4,3453
983,4,983
1619,4,1619
932,4,932
1628,4,1628
2022,4,2022
1622,4,1621
1621,4,1621
6283,4,6283
2461,4,2461
c_047e5912,4,c_047e5912
242,4,242
4726,4,4726
5385,4,4726
5181,4,5181
215,4,215
3821,4,215
370,4,370
4136,4,4136
6392,4,3931
6381,4,3931
6386,4,3931
3931,4,3931
6336,4,6336
4273,4,4273
3607,4,3607
1269,4,1269
615,4,615
4430,4,4430
421,4,421
4009,4,4009
2695,4,2695
3393,4,3393
c_3e6af2e7,4,c_3e6af2e7
3505,4,3505
3501,4,3501
5997,4,6002
6002,4,6002
6001,4,6002
6000,4,6002
4229,4,6002
6003,4,6002
5999,4,6002
5998,4,6002
1767,4,1767
3373,4,3373
5100,4,5100
4546,4,4546
7948,4,7948
927,4,927
c_2b70515a,4,c_2b70515a
5059,4,5059
4604,4,4604
4156,4,4156
754,4,754
2409,4,2409
2915,4,2915
984,4,2915
4255,4,2915
1475,4,2915
67,4,67
5324,4,5324
671,4,671
7903,4,7903
5873,4,5873
2205,4,2205
6371,4,6371
7859,4,7859
325,4,325
6348,4,6348
1503,4,1503
163,4,1503
6892,4,6892
1867,4,1867
5807,4,4038
4044,4,4038
4038,4,4038
4124,4,4038
6716,4,3790
3790,4,3790
3698,4,3698
709,4,709
3722,4,3722
2249,4,2249
456,4,456
4177,4,4177
315,4,315
4294,4,4294
243,4,243
2909,4,2909
3715,4,3715
4087,4,4087
4282,4,4282
5430,4,5430
7864,4,7864
5983,4,5983
1161,4,1161
3633,4,3633
6373,4,6373
7412,4,2499
2499,4,2499
440523,4,440523
5141,4,5141
3244,4,3244
4524,4,4524
559,4,559
3606,4,3606
8283,4,8283
7387,4,7387
770,4,770
34,4,34
2492,4,2492
815,4,815
2634,4,2634
1746,4,1746
3166,4,3166
2026,4,2026
6894,4,6894
5592,4,5592
113,4,113
3853,4,3853
8357,4,8357
578,4,578
7827,4,7827
1692,4,1692
1807,4,1807
7848,4,7848
6076,4,6076
2302,4,2302
938,4,938
4145,4,4145
653,4,653
4695,4,4695
6727,4,4695
c_b12a760a,4,c_b12a760a
3097,4,3097
254,4,3097
6556,4,4728
4728,4,4728
6555,4,4728
6557,4,4728
4372,4,4372
4369,4,4372
4004,4,552
4005,4,552
2867,4,552
552,4,552
5597,4,552
5796,4,552
2192,4,2192
792,4,792
1092,4,3944
2,4,3944
4742,4,3944
8433,4,3944
2383,4,3944
3944,4,3944
5967,4,5967
2400,4,2400
6887,4,6886
6886,4,6886
791,4,791
363,4,363
3532,4,3532
450898,4,450898
2541,4,2541
4081,4,4081
2137,4,2137
5984,4,5984
6190,4,6188
6188,4,6188
6191,4,6188
6189,4,6188
3376,4,3376
6737,4,3376
6916,4,6916
1117,4,1117
447795,4,447795
3415,4,1180
1180,4,1180
1228,4,1180
314,4,1180
2562,4,1180
1522,4,1180
4567,4,1180
1563,4,1563
3795,4,3795
4125,4,4125
3133,4,3133
5912,4,3133
6025,4,6025
1564,4,1564
1125,4,1125
5627,4,5627
644,4,644
347,4,347
686,4,347
5052,4,5052
5426,4,5426
2680,4,1483
1483,4,1483
1534,4,1483
1577,4,1483
1749,4,1749
146,4,146
5310,4,5310
1829,4,1829
5200,4,5200
1322,4,1322
6041,4,6039
6040,4,6039
6039,4,6039
5583,4,5583
5159,4,5159
3653,4,3653
6549,4,6549
5024,4,5024
1479,4,1479
2210,4,2210
2528,4,2528
2697,4,2697
8381,4,8381
1608,4,1608
6823,4,6823
5906,4,5906
2968,4,2968
647,4,647
5846,4,5846
2904,4,2904
4482,4,4482
3804,4,3804
4550,4,4550
8282,4,8282
2879,4,2879
7364,4,7364
1831,4,3753
3753,4,3753
952,4,3753
1060,4,3753
5355,4,5355
1089,4,c_f2f1fb47
5032,4,c_f2f1fb47
c_f2f1fb47,4,c_f2f1fb47
4108,4,4108
2241,4,2575
2575,4,2575
2133,4,2133
942,4,942
3874,4,3874
7194,4,7194
1559,4,1903
451462,4,1903
1289,4,1903
1296,4,1903
2037,4,1903
6278,4,1903
1292,4,1903
7198,4,1903
1903,4,1903
3410,4,1903
1302,4,1302
2832,4,2828
2828,4,2828
1498,4,2828
8426,4,2828
1618,4,1618
1937,4,1937
5290,4,5290
6924,4,6924
4478,4,4478
5415,4,5415
5417,4,5415
5412,4,5415
2155,4,2155
5960,4,2155
5074,4,2155
2903,4,2903
4341,4,2903
797,4,797
2125,4,2125
6016,4,6016
5278,4,6016
3870,4,3870
2561,4,2561
4376,4,5107
1557,4,5107
5107,4,5107
5072,4,5107
2203,4,5107
451486,4,5107
3784,4,5107
2254,4,2254
5282,4,5282
5534,4,5534
2368,4,2368
7220,4,7220
c_3a2df4eb,4,c_3a2df4eb
2756,4,2756
7971,4,7971
479,4,479
1177,4,1177
5449,4,5449
8307,4,8304
8305,4,8304
8306,4,8304
8304,4,8304
8308,4,8304
8309,4,8304
2967,4,2967
1675,4,1675
824,4,824
1286,4,4595
4595,4,4595
4875,4,4595
4610,4,4595
3204,4,3204
1578,4,3204
628,4,628
c_a3b85311,4,c_8f89faac
c_8f89faac,4,c_8f89faac
6032,4,6032
5549,4,5549
5558,4,5549
7966,4,7966
2238,4,2238
5797,4,5797
2801,4,2801
1402,4,1402
4789,4,4789
3359,4,3359
1792,4,1792
708,4,708
4238,4,4238
183,4,183
2691,4,2691
1469,4,1469
6254,4,6254
2118,4,2118
7192,4,2118
4171,4,4171
7896,4,4171
7895,4,4171
1947,4,1947
8488,4,8488
4034,4,4034
1604,4,1604
3717,4,3717
2596,4,2596
4214,4,4214
7928,4,7928
c_e9845504,4,7928
2463,4,2463
1132,4,2463
2798,4,2463
3148,4,2463
3674,4,2463
2805,4,2463
2285,4,2285
2540,4,2540
5859,4,5859
2602,4,2602
c_68ddcc11,4,c_68ddcc11
5995,4,5217
5217,4,5217
3436,4,3436
1151,4,1151
1147,4,1151
4770,4,1151
1276,4,1151
3294,4,1151
8438,4,1151
1936,4,1151
1152,4,1151
4176,4,1151
6391,4,1151
6888,4,6888
2245,4,2245
c_623f2583,4,1961
1961,4,1961
3298,4,3298
2900,4,3298
3841,4,3841
7934,4,7934
3714,4,c_0a700c19
4364,4,c_0a700c19
c_0a700c19,4,c_0a700c19
5991,4,5991
5825,4,5825
4900,4,4900
3670,4,3670
5564,4,5564
2842,4,2842
514,4,514
4129,4,4129
1284,4,1284
1579,4,5623
5623,4,5623
6720,4,6720
3439,4,3439
1728,4,1728
6790,4,6790
4625,4,4625
513,4,513
384,4,384
4408,4,4408
3782,4,3782
7970,4,7970
3590,4,3590
207,4,207
2638,4,2638
1868,4,1868
4598,4,4598
4606,4,4598
591,4,4598
547,4,4598
447660,4,447660
6550,4,1231
3349,4,1231
5636,4,1231
6548,4,1231
3351,4,1231
1231,4,1231
2925,4,2925
563,4,563
3871,4,3873
5477,4,3873
3867,4,3873
3868,4,3873
3873,4,3873
1884,4,1884
4930,4,4930
2683,4,2683
4831,4,4831
5061,4,5061
5695,4,5695
4447,4,4447
105,4,105
3567,4,3567
3636,4,3636
2779,4,2779
845,4,845
1756,4,1756
5321,4,5321
2317,4,2317
297,4,297
5851,4,5851
7846,4,7846
6413,4,6413
c_fa0acac6,4,c_fa0acac6
1482,4,1482
440549,4,440549
3968,4,3968
4427,4,4427
3116,4,3116
4759,4,4759
1240,4,1240
5698,4,1240
6152,4,6152
3197,4,3197
3796,4,3796
6342,4,6342
5263,4,5263
1714,4,1714
3057,4,3057
7199,4,3057
3024,4,3024
1334,4,4039
1853,4,4039
1761,4,4039
825,4,4039
4039,4,4039
5612,4,4039
1280,4,4039
2102,4,2102
4254,4,4254
5579,4,5579
5578,4,5579
5575,4,5579
5580,4,5579
5225,4,5225
5566,4,5566
7351,4,5566
1444,4,1444
5069,4,5069
3576,4,3576
7828,4,7828
3130,4,3130
4626,4,4626
3320,4,3320
156,4,156
7830,4,7830
2387,4,2387
4870,4,4865
4865,4,4865
4867,4,4865
6764,4,4865
4869,4,4865
4868,4,4865
6067,4,4865
4866,4,4865
2543,4,2543
58,4,58
4377,4,4377
5656,4,5656
4492,4,4492
5553,4,5553
224,4,224
19,4,2243
5128,4,2243
5133,4,2243
4174,4,2243
443167,4,2243
2243,4,2243
5135,4,2243
2248,4,2243
5134,4,2243
3311,4,3311
4527,4,4527
5462,4,5462
218,4,218
3276,4,3276
5907,4,5907
1642,4,491
3180,4,491
491,4,491
5369,4,491
5368,4,491
1644,4,491
5957,4,5957
5855,4,4182
95,4,4182
4182,4,4182
5853,4,4182
1436,4,1436
5992,4,5992
6007,4,6007
4879,4,4879
5657,4,5657
5918,4,5657
396,4,396
1003,4,1003
5917,4,5555
5555,4,5555
6212,4,5555
c_9a1bc51d,4,5555
693,4,693
3680,4,3680
4574,4,4574
443137,4,443137
772,4,772
c_0f3b8370,4,c_0f3b8370
2099,4,2099
1116,4,1116
5744,4,5744
1091,4,1091
4582,4,4582
440605,4,349
349,4,349
440579,4,349
1190,4,1190
7205,4,1190
1965,4,1965
6768,4,5311
5311,4,5311
707,4,5966
2373,4,5966
5966,4,5966
5300,4,5966
4889,4,5966
6111,4,5966
5716,4,5716
5037,4,5037
3072,4,3072
8324,4,8324
8313,4,8324
8326,4,8324
8325,4,8324
8327,4,8324
8314,4,8324
6355,4,2943
2943,4,2943
1998,4,1998
613,4,613
2847,4,2847
2531,4,2531
6361,4,6361
2139,4,2139
7370,4,7370
6256,4,6256
679,4,679
630,4,679
194,4,194
3142,4,3142
2053,4,2053
5714,4,5714
72,4,3218
407,4,3218
3218,4,3218
3658,4,3218
3182,4,3182
508,4,3182
6789,4,6789
7856,4,7856
1945,4,1945
3290,4,3290
2936,4,3290
3600,4,3290
1869,4,1869
2502,4,2502
358,4,358
5865,4,4511
4622,4,4511
4511,4,4511
4512,4,4511
3413,4,3413
4802,4,4802
6899,4,1549
1549,4,1549
3395,4,3395
2279,4,3572
3575,4,3572
3572,4,3572
5521,4,3572
3573,4,3572
5522,4,3572
2933,4,2933
8459,4,8459
819,4,819
3700,4,2040
2040,4,2040
2029,4,2029
974,4,2029
2307,4,2307
4847,4,4847
5517,4,5517
5514,4,5517
5515,4,5517
5516,4,5517
3749,4,3749
1740,4,1740
2758,4,2758
2751,4,2758
2780,4,2758
5819,4,2758
2765,4,2758
5093,4,5093
6148,4,6148
1712,4,1712
4649,4,4649
3037,4,360
360,4,360
3045,4,360
4321,4,360
4757,4,360
4751,4,360
2910,4,2910
6785,4,6785
4066,4,4066
226,4,226
2888,4,2888
3684,4,3684
6717,4,6717
2764,4,2764
6081,4,6081
2033,4,2033
114,4,114
6053,4,114
5806,4,114
447536,4,114
447604,4,114
6358,4,114
237,4,114
4084,4,4084
7840,4,7840
2160,4,3984
356,4,3984
1242,4,3984
2895,4,3984
3984,4,3984
338,4,3984
489,4,3984
768,4,768
402,4,402
4461,4,4461
2974,4,2974
6781,4,6781
1278,4,1278
2747,4,2747
389,4,389
4862,4,4862
7211,4,7211
1336,4,1336
3506,4,3506
4585,4,4585
4392,4,4585
4360,4,4360
1848,4,1848
7352,4,7352
344,4,344
1101,4,1101
4829,4,1035
1035,4,1035
7936,4,7936
6036,4,1624
2231,4,1624
1220,4,1624
4621,4,1624
1771,4,1624
454784,4,1624
1219,4,1624
5965,4,1624
2331,4,1624
4662,4,1624
5020,4,1624
841,4,1624
5040,4,1624
1624,4,1624
4342,4,1624
2525,4,1624
820,4,820
545,4,545
2760,4,2760
2390,4,2458
2458,4,2458
2305,4,2305
3688,4,3688
579,4,579
3458,4,3458
4615,4,4615
4371,4,4371
880,4,4371
1858,4,4371
882,4,4371
1143,4,1143
3531,4,3531
2731,4,2731
1803,4,1803
2367,4,2367
6697,4,6697
964,4,964
3890,4,3890
1723,4,1723
1708,4,1708
2815,4,2815
887,4,887
5996,4,5996
4855,4,4855
4265,4,4265
5357,4,5357
7973,4,7973
2372,4,2372
1814,4,1814
1020,4,1020
4096,4,4096
5994,4,4096
2585,4,4093
2584,4,4093
2586,4,4093
4093,4,4093
5152,4,5152
60,4,60
4,4,4
5414,4,5414
5416,4,5414
631,4,631
4200,4,4193
4196,4,4193
4193,4,4193
3896,4,4193
4199,4,4193
4190,4,4193
1032,4,1032
2446,4,2446
3969,4,3969
6908,4,6908
7186,4,7186
2252,4,2252
2559,4,2559
1780,4,1780
6562,4,1780
4227,4,4227
6020,4,6020
3109,4,3109
1727,4,1727
4354,4,1727
1613,4,1727
1532,4,1727
5930,4,1727
5073,4,5073
5125,4,5125
3617,4,3617
3616,4,3617
2544,4,2544
1921,4,1921
2255,4,2255
4061,4,1464
5312,4,1464
1464,4,1464
8409,4,1464
5137,4,1464
5826,4,1464
7138,4,1464
2008,4,1464
4052,4,5763
5681,4,5763
5132,4,5763
5531,4,5763
1450,4,5763
116,4,5763
5510,4,5763
5505,4,5763
4041,4,5763
5504,4,5763
5763,4,5763
4051,4,5763
4850,4,4850
5327,4,5327
4026,4,5327
352,4,5327
2930,4,5327
353,4,5327
2327,4,2327
7905,4,7905
3785,4,3785
3729,4,2105
5347,4,2105
1024,4,2105
2105,4,2105
428,4,2105
2788,4,2788
6261,4,6261
6008,4,6008
5183,4,1363
1363,4,1363
2143,4,2143
5932,4,5932
2345,4,2345
5172,4,1759
5721,4,1759
1759,4,1759
8456,4,8456
1507,4,1507
18,4,18
21,4,18
14,4,18
7190,4,18
22,4,18
15,4,18
2093,4,2093
4594,4,4594
3031,4,3031
690,4,690
2539,4,2539
713,4,713
1502,4,1355
1963,4,1355
4679,4,1355
4326,4,1355
5026,4,1355
4460,4,1355
4325,4,1355
1526,4,1355
1355,4,1355
764,4,764
767,4,764
765,4,764
5237,4,5237
4000,4,4000
5713,4,5713
c_28750470,4,c_28750470
1465,4,1465
874,4,874
1196,4,3407
1734,4,3407
1819,4,3407
3407,4,3407
1639,4,3407
4578,4,3407
507,4,507
7968,4,7968
733,4,733
4605,4,4605
2141,4,2141
3355,4,3355
4451,4,4451
2378,4,2378
2772,4,2772
3775,4,2772
3768,4,2772
3772,4,2772
5262,4,2772
1266,4,2772
1267,4,2772
3771,4,2772
3776,4,2772
c_315af034,4,2772
3777,4,2772
3773,4,2772
3769,4,2772
3620,4,3622
3622,4,3622
3621,4,3622
2791,4,2791
3556,4,3556
6396,4,6396
3858,4,2546
2546,4,2546
4466,4,2546
1237,4,2546
4583,4,2546
3416,4,2546
6281,4,2546
205,4,2546
6280,4,2546
4772,4,2546
3411,4,2546
6114,4,6114
629,4,629
4292,4,4292
c_ea3f5ed2,4,c_ea3f5ed2
4072,4,4072
1716,4,1716
2064,4,2064
3077,4,3077
5688,4,5688
5679,4,5679
8404,4,8404
c_a02c420c,4,555
555,4,555
2555,4,2555
621,4,621
4454,4,4454
3277,4,3277
6380,4,6380
8448,4,1818
6625,4,1818
1818,4,1818
4007,4,1818
5801,4,3429
3429,4,3429
5901,4,3429
179,4,179
5964,4,5964
745,4,745
3806,4,240
1262,4,240
240,4,240
1265,4,240
5814,4,2247
5739,4,2247
2247,4,2247
5581,4,2247
3866,4,2247
5953,4,2247
5648,4,2247
5790,4,2247
c_70c441cc,4,2247
2740,4,2740
5045,4,2740
2011,4,2011
2251,4,2251
4811,4,4811
3612,4,3612
4849,4,4849
5840,4,5840
6108,4,5840
7134,4,5840
c_cb1ce6ff,4,c_cb1ce6ff
2951,4,241
1264,4,241
241,4,241
1263,4,241
1270,4,241
2956,4,241
2952,4,241
4861,4,241
405,4,405
4540,4,4540
7391,4,4205
7393,4,4205
6395,4,4205
7392,4,4205
4205,4,4205
7394,4,4205
2739,4,2739
6012,4,6012
5401,4,4509
5392,4,4509
5391,4,4509
3681,4,4509
158,4,4509
4509,4,4509
5388,4,4509
5111,4,4509
4640,4,4640
5231,4,5231
c_6cfce4be,4,c_6cfce4be
c_a02d5941,4,c_a02d5941
2284,4,2284
5893,4,5862
5863,4,5862
c_433922a6,4,5862
5862,4,5862
5929,4,5862
1835,4,1835
7410,4,1835
3264,4,3264
4389,4,4186
4186,4,4186
4508,4,4508
326,4,326
c_87ccc7c3,4,c_87ccc7c3
c_8702d5f7,4,c_8702d5f7
134,4,134
89,4,89
8549,4,8549
3897,4,3897
3750,4,3750
2219,4,2219
1918,4,2219
4596,4,4596
7947,4,2862
1305,4,2862
2862,4,2862
5058,4,2862
899,4,899
5446,4,5446
5897,4,5897
6196,4,6196
2958,4,2958
31,4,31
2686,4,2677
2677,4,2677
680,4,680
1541,4,1541
1491,4,1491
8457,4,8457
4025,4,4025
5628,4,5628
4420,4,4420
2382,4,4420
1744,4,1744
c_10aa91c7,4,c_10aa91c7
1626,4,1626
6628,4,6628
248,4,3233
3233,4,3233
262,4,3233
4642,4,3233
1064,4,1064
7972,4,7972
136,4,136
2940,4,5835
5835,4,5835
5838,4,5835
7988,4,6241
7989,4,6241
6241,4,6241
8281,4,8281
5122,4,223
223,4,223
2354,4,2354
98,4,98
3417,4,98
1689,4,98
1186,4,98
4644,4,4644
2823,4,2823
4566,4,4566
3388,4,3388
340,4,340
79,4,79
1189,4,1189
506,4,506
863,4,863
3540,4,3540
4450,4,4450
2123,4,2123
5207,4,5207
3517,4,3517
4863,4,4863
5827,4,2850
2850,4,2850
4021,4,4021
c_54f7dd1f,4,c_54f7dd1f
2111,4,2107
2108,4,2107
1871,4,2107
2107,4,2107
2112,4,2107
1875,4,2107
c_1c2d26cf,4,2107
1877,4,2107
2109,4,2107
2110,4,2107
1872,4,2107
1776,4,2107
2889,4,2889
2264,4,2264
999,4,2264
1795,4,1795
6079,4,6079
7841,4,7841
5176,4,5176
4046,4,4046
1664,4,1664
6340,4,6340
2263,4,2263
3220,4,1825
1825,4,1825
2202,4,2202
450953,4,2202
8312,4,8311
8311,4,8311
8315,4,8311
8319,4,8311
8316,4,8311
8321,4,8311
1763,4,1763
805,4,805
4058,4,4058
7843,4,7843
4489,4,4489
3344,4,3344
372,4,372
4588,4,4588
6354,4,6354
3070,4,3070
3383,4,3383
6338,4,6338
4104,4,4104
4202,4,4202
6786,4,6786
4838,4,4838
620,4,620
3004,4,3004
5272,4,1752
78,4,1752
1350,4,1752
6004,4,1752
1752,4,1752
842,4,842
5080,4,5080
5084,4,5080
5085,4,5080
5939,4,5939
5798,4,2521
2572,4,2521
2523,4,2521
2522,4,2521
5650,4,2521
2521,4,2521
1140,4,2521
3469,4,2521
2694,4,3640
2693,4,3640
2692,4,3640
3640,4,3640
206,4,206
2174,4,4702
3331,4,4702
3330,4,4702
2944,4,4702
6547,4,4702
4702,4,4702
7417,5,3474
c_39046afb,5,3474
3870,5,3474
5124,5,3474
3578,5,3474
435,5,3474
6898,5,3474
5670,5,3474
5525,5,3474
3223,5,3474
3481,5,3474
3650,5,3474
7935,5,3474
3479,5,3474
3367,5,3474
5756,5,3474
3219,5,3474
5432,5,3474
3474,5,3474
5744,5,3474
3228,5,3474
3206,5,3474
3644,5,3474
3480,5,3474
2087,5,3474
91,5,3474
3637,5,3474
2835,5,3474
3483,5,3474
5535,5,3474
3196,5,3474
3241,5,3474
5523,5,3474
5198,5,4488
5595,5,4488
5334,5,4488
4821,5,4488
6030,5,4488
773,5,4488
5181,5,4488
6019,5,4488
6778,5,4488
4426,5,4488
3024,5,4488
5358,5,4488
4488,5,4488
2475,5,2475
2806,5,2475
271,5,2475
2327,5,2475
5309,5,2475
775,5,2475
4243,5,2475
3134,5,2475
3378,5,2475
1636,5,538
1620,5,538
585,5,538
3917,5,538
538,5,538
c_ba4acdb2,5,538
3911,5,538
6277,5,538
3906,5,538
2828,5,538
1628,5,538
8426,5,538
857,5,538
3916,5,538
1498,5,538
2832,5,538
7348,5,538
259,5,1909
3322,5,1909
1913,5,1909
1922,5,1909
1912,5,1909
1911,5,1909
1302,5,1909
3320,5,1909
1909,5,1909
3323,5,1909
4495,5,1909
1948,5,1909
1921,5,1909
c_b0c14f45,5,1909
1915,5,1909
760,5,1909
934,5,1909
977,5,1909
185,5,1909
724,5,1909
6540,5,1909
1914,5,1909
6541,5,1909
1462,5,1909
2509,5,1909
8371,5,3778
1299,5,3778
3416,5,3778
1771,5,3778
4848,5,3778
1168,5,3778
3402,5,3778
1298,5,3778
3830,5,3778
1291,5,3778
8373,5,3778
3778,5,3778
1986,5,3778
100146,5,100146
3961,5,3954
3963,5,3954
2353,5,3954
6728,5,3954
3954,5,3954
6925,5,3954
3955,5,3954
3962,5,3954
877,5,3954
1500,5,2148
2866,5,2148
4662,5,2148
2148,5,2148
4325,5,2148
1526,5,2148
2336,5,2148
1963,5,2148
1501,5,2148
4326,5,2148
2058,5,2148
1355,5,2148
4460,5,2148
1196,5,2148
1502,5,2148
4679,5,2148
1639,5,2148
5026,5,2148
1560,5,2148
5925,5,5448
5770,5,5448
5693,5,5448
5448,5,5448
5694,5,5448
261,5,5448
5944,5,5448
6755,5,5985
5985,5,5985
5206,5,5985
815,5,5985
827,5,5985
817,5,5985
822,5,5985
823,5,5985
741,5,6052
6041,5,6052
6040,5,6052
6039,5,6052
6052,5,6052
2963,5,6052
463,5,6052
2658,5,6052
2133,5,6052
683,5,6052
4829,5,5913
1035,5,5913
5913,5,5913
2561,5,5913
2321,5,5842
3174,5,5842
1637,5,5842
5843,5,5842
2322,5,5842
97,5,5842
4500,5,5842
812,5,5842
5935,5,5842
5842,5,5842
4008,5,4006
5886,5,4006
4016,5,4006
4006,5,4006
4013,5,4006
4021,5,4006
6783,5,4006
100154,5,100154
6093,5,2187
16,5,2187
8395,5,2187
5248,5,2187
176,5,2187
6094,5,2187
2183,5,2187
129,5,2187
6091,5,2187
2187,5,2187
8488,5,2187
5284,5,2187
1449,5,2187
5679,5,2187
6161,5,2187
3715,5,2187
4859,5,2187
421,5,2187
8396,5,2187
118,5,2187
7186,5,2187
6207,5,2187
5557,5,2187
4844,5,2187
5365,5,2187
7185,5,2187
2829,5,2187
450898,5,2187
5644,5,2187
6160,5,2187
5370,5,2187
c_90ad7755,5,2187
168,5,2187
257,5,2187
7346,5,2187
3718,5,2187
4597,5,2187
4588,5,2187
6095,5,2187
6148,5,2187
121,5,2187
5460,5,2187
3720,5,2187
2123,5,2187
6101,5,2187
906,5,2187
7396,5,2479
3844,5,2479
3730,5,2479
5764,5,2479
4636,5,2479
3372,5,2479
5907,5,2479
464,5,2479
6570,5,2479
5292,5,2479
5921,5,2479
3371,5,2479
c_1000336b,5,2479
c_7951978e,5,2479
6566,5,2479
3370,5,2479
5938,5,2479
3375,5,2479
5810,5,2479
5752,5,2479
1594,5,2479
1596,5,2479
192,5,2479
3885,5,2479
c_8c634c9b,5,2479
3364,5,2479
1854,5,2479
876,5,2479
c_41ef4cb8,5,2479
6929,5,2479
c_31da5694,5,2479
5894,5,2479
1480,5,2479
6565,5,2479
1256,5,2479
5899,5,2479
7355,5,2479
3366,5,2479
5900,5,2479
3365,5,2479
273,5,2479
5916,5,2479
3368,5,2479
4116,5,2479
5878,5,2479
3369,5,2479
1181,5,2479
5293,5,2479
5731,5,2479
1855,5,2479
3288,5,2479
2479,5,2479
2843,5,2479
7135,5,2479
1084,5,2479
1954,5,1954
4528,5,1954
4510,5,1954
4537,5,1954
4527,5,1954
4506,5,1954
1142,5,1954
2132,5,1954
4846,5,4607
1217,5,4607
4465,5,4607
2057,5,4607
249,5,4607
1769,5,4607
4607,5,4607
4092,5,4607
1236,5,4607
1315,5,1310
2230,5,1310
1316,5,1310
1317,5,1310
3264,5,1310
1313,5,1310
1310,5,1310
1319,5,1310
1320,5,1310
902,5,1809
1972,5,1809
900,5,1809
1971,5,1809
1974,5,1809
903,5,1809
1676,5,1809
1825,5,1809
4463,5,1809
2365,5,1809
1969,5,1809
901,5,1809
1809,5,1809
3220,5,1809
5963,5,1809
904,5,1809
c_20fde7af,5,1809
c_2ffe4574,5,1809
1975,5,1809
4731,5,1809
1284,5,1268
4230,5,1268
2446,5,1268
4849,5,1268
c_4523e1dd,5,1268
2318,5,1268
6569,5,1268
1590,5,1268
961,5,1268
1279,5,1268
1268,5,1268
5689,5,1268
2078,5,1268
465,5,1268
1442,5,1268
832,5,4412
3345,5,4412
1521,5,4412
4490,5,4412
2596,5,4412
2842,5,4412
2925,5,4412
370,5,4412
1483,5,4412
1577,5,4412
1534,5,4412
2680,5,4412
4412,5,4412
2410,5,4412
1834,5,1834
3759,5,1834
2378,5,1834
4584,5,1834
1178,5,445
2359,5,445
445,5,445
2358,5,445
6756,5,445
2016,5,445
1041,5,335
4254,5,335
3400,5,335
1040,5,335
1038,5,335
2910,5,335
1421,5,335
4250,5,335
335,5,335
945,5,3798
2420,5,3798
2744,5,3798
2747,5,3798
1512,5,3798
212,5,3798
8435,5,3798
4211,5,3798
6915,5,3798
3798,5,3798
28,5,3798
3,5,3798
1704,5,3798
666,5,656
656,5,656
2710,5,656
1395,5,656
5967,5,656
2231,5,2119
5100,5,2119
454784,5,2119
3401,5,2119
4662,5,2119
1208,5,2119
314,5,2119
1185,5,2119
247,5,2119
4570,5,2119
691,5,2119
3833,5,2119
2119,5,2119
5965,5,2119
2331,5,2119
1253,5,2119
5020,5,2119
2055,5,2119
4567,5,2119
1899,5,2119
6036,5,2119
4841,5,2119
2224,5,2119
1219,5,2119
888,5,2119
3403,5,2119
841,5,2119
1522,5,2119
4342,5,2119
3415,5,2119
4621,5,2119
1228,5,2119
3405,5,2119
4816,5,2119
5040,5,2119
496,5,2119
2525,5,2119
5183,5,1370
1392,5,1370
5186,5,1370
5188,5,1370
1332,5,1370
1745,5,1370
1363,5,1370
1629,5,1370
5185,5,1370
6104,5,1370
1366,5,1370
3580,5,1370
435228,5,1370
