source,level,target
4821,4,4821
5358,4,4821
4860,4,4860
5891,4,5891
5276,4,5105
5529,4,5105
355,4,5105
418,4,5105
5105,4,5105
2854,4,2854
6366,4,6366
4332,4,4332
5223,4,1870
5736,4,1870
5735,4,1870
5220,4,1870
5222,4,1870
5737,4,1870
1870,4,1870
5221,4,1870
1879,4,1870
5224,4,1870
5340,4,5340
435098,4,4111
4111,4,4111
6171,4,4111
6296,4,4111
5768,4,4111
6295,4,4111
4575,4,3800
4819,4,3800
996,4,3800
1669,4,3800
3800,4,3800
4721,4,3800
1659,4,1659
2666,4,2666
2684,4,2666
4775,4,4775
7374,4,7374
3254,4,3254
4160,4,4160
7844,4,7844
1725,4,1725
2457,4,2457
5889,4,4033
c_9a27a573,4,4033
5887,4,4033
4047,4,4033
4033,4,4033
730,4,4033
6288,4,447472
447503,4,447472
447472,4,447472
5206,4,5206
6755,4,5206
3496,4,3496
799,4,799
5487,4,5487
4269,4,4269
3710,4,3710
2665,4,2665
3085,4,3085
2897,4,2897
666,4,666
1395,4,1395
2923,4,2923
2068,4,2068
832,4,832
4711,4,515
4787,4,515
4712,4,515
4804,4,515
6740,4,515
4710,4,515
4799,4,515
2361,4,515
515,4,515
5230,4,515
1897,4,515
1861,4,515
4809,4,515
4709,4,515
332,4,332
5468,4,4417
5453,4,4417
5660,4,4417
4417,4,4417
435469,4,435469
238,4,238
4239,4,4239
6038,4,3808
1383,4,3808
1382,4,3808
1837,4,3808
3818,4,3808
3808,4,3808
3811,4,3808
2545,4,3808
1381,4,3808
4632,4,4632
2299,4,2299
702,4,702
6538,4,6538
5076,4,5076
2722,4,2722
1127,4,1127
257,4,121
7346,4,121
16,4,121
121,4,121
8395,4,121
5644,4,121
118,4,121
790,4,790
5218,4,150
1301,4,150
150,4,150
4115,4,150
5480,4,5480
5635,4,3026
5924,4,3026
3023,4,3026
5473,4,3026
1428,4,3026
5520,4,3026
5197,4,3026
3740,4,3026
5828,4,3026
c_715c08c0,4,3026
1427,4,3026
1429,4,3026
1431,4,3026
3026,4,3026
5071,4,3026
4487,4,3026
6019,4,6019
6778,4,6019
4754,4,4754
127,4,4754
3543,4,3543
735,4,735
c_25ddd844,4,c_25ddd844
8370,4,8370
1793,4,8370
2565,4,2565
2827,4,2827
2342,4,2342
6268,4,6268
714,4,714
369,4,369
6050,4,6049
5509,4,6049
5507,4,6049
6057,4,6049
6060,4,6049
6049,4,6049
5506,4,6049
6056,4,6049
6059,4,6049
3938,4,3938
3826,4,3826
336,4,336
4521,4,4521
4266,4,4266
250,4,250
6757,4,227
227,4,227
1317,4,1317
849,4,849
6195,4,6195
4243,4,4243
1859,4,1859
1001,4,1001
8502,4,8491
8501,4,8491
8491,4,8491
8500,4,8491
8499,4,8491
8503,4,8491
8504,4,8491
4390,4,4390
4393,4,4390
2240,4,4390
906,4,906
5334,4,5334
c_e78f03db,4,c_e78f03db
3654,4,3654
766,4,766
4357,4,4357
8373,4,8373
2207,4,2207
2209,4,2207
1783,4,2207
2276,4,2207
2208,4,2207
5743,4,2207
2073,4,2073
1424,4,2266
4233,4,2266
6026,4,2266
157,4,2266
5604,4,2266
2266,4,2266
3569,4,2266
6749,4,6749
3788,4,4422
3631,4,4422
776,4,4422
1023,4,4422
868,4,4422
1123,4,4422
3789,4,4422
4422,4,4422
4692,4,4681
2954,4,4681
4684,4,4681
4687,4,4681
4686,4,4681
920,4,4681
4683,4,4681
4689,4,4681
4688,4,4681
4681,4,4681
4682,4,4681
4691,4,4681
2955,4,4681
4685,4,4681
3323,4,2509
185,4,2509
c_b0c14f45,4,2509
1915,4,2509
6541,4,2509
1462,4,2509
2509,4,2509
948,4,948
1419,4,1419
7819,4,7819
3627,4,3627
1079,4,1079
c_50620749,4,c_50620749
4744,4,4744
6614,4,6614
6130,4,5765
5765,4,5765
5596,4,5596
5854,4,5854
5548,4,5854
5408,4,5854
509,4,509
435330,4,435330
2990,4,1224
1224,4,1224
4854,4,1224
1233,4,1224
1856,4,1856
2626,4,2626
5675,4,c_59f9c651
c_8d31aed6,4,c_59f9c651
c_59f9c651,4,c_59f9c651
2201,4,2201
3882,4,3882
3671,4,3671
818,4,818
4542,4,818
2783,4,2783
3893,4,2783
3892,4,2783
990,4,2783
6022,4,6022
2325,4,2325
2326,4,2325
3002,4,3002
305,4,305
3270,4,3270
2377,4,c_bbd07d89
c_bbd07d89,4,c_bbd07d89
2075,4,c_bbd07d89
4211,4,4211
5091,4,5091
45,4,45
6028,4,6028
7978,4,7978
5151,4,5151
5654,4,419
419,4,419
543,4,543
2937,4,2938
2938,4,2938
2934,4,2938
2621,4,2938
2620,4,2938
2935,4,2938
2998,4,2998
3481,4,3481
2589,4,2589
1510,4,1510
3917,4,3917
3595,4,3595
3982,4,3982
4601,4,4601
4135,4,438
4134,4,438
438,4,438
2849,4,2849
7416,4,7416
2653,4,2653
3696,4,3696
4892,4,4892
4315,4,4315
1695,4,1695
6216,4,6216
3195,4,3195
1886,4,1886
2424,4,1886
2156,4,1886
2514,4,1886
2006,4,213
213,4,213
5381,4,c_c44f1704
1702,4,c_c44f1704
1430,4,c_c44f1704
c_c44f1704,4,c_c44f1704
1027,4,3061
5036,4,3061
2061,4,3061
1661,4,3061
1028,4,3061
3061,4,3061
7388,4,7388
5373,4,5373
943,4,943
174,4,174
5870,4,5870
1458,4,1458
6783,4,6783
3224,4,3224
5543,4,3234
c_fd848a9f,4,3234
3234,4,3234
1923,4,1923
2359,4,2359
2358,4,2359
6756,4,2359
2016,4,2359
2645,4,2645
435136,4,435136
4083,4,4083
4765,4,4765
124,4,124
3213,4,5
1733,4,5
3215,4,5
442884,4,5
3211,4,5
5,4,5
5353,4,5
3199,4,5
3212,4,5
2434,4,5
1090,4,5
229,4,5
3214,4,5
1732,4,5
3592,4,5
6901,4,5
5934,4,2773
6568,4,2773
4733,4,2773
5914,4,2773
4635,4,2773
c_6f563894,4,2773
5818,4,2773
3815,4,2773
2773,4,2773
5733,4,2773
3813,4,2773
5911,4,2773
1997,4,2773
4306,4,2773
2978,4,2978
3128,4,2826
2830,4,2826
2826,4,2826
6100,4,6100
c_c8363c09,4,c_c8363c09
5118,4,5118
462,4,462
425,4,5379
5377,4,5379
5378,4,5379
4871,4,5379
1976,4,5379
5379,4,5379
4532,4,4532
5443,4,5443
2672,4,2672
4241,4,4241
817,4,817
1751,4,1751
2441,4,2441
5016,4,1513
1513,4,1513
672,4,672
c_20fde7af,4,c_20fde7af
280,4,280
6323,4,6323
5982,4,5982
1492,4,1492
3988,4,413
856,4,413
5565,4,413
5683,4,413
1440,4,413
3155,4,413
3158,4,413
5890,4,413
413,4,413
6290,4,3484
3484,4,3484
3494,4,3484
6289,4,3484
1345,4,1345
c_46e54685,4,c_46e54685
c_eb3ada47,4,c_46e54685
c_e300778f,4,c_46e54685
c_7d7c383b,4,c_46e54685
c_14e0ae65,4,c_46e54685
c_fee7acae,4,c_46e54685
c_7a080afd,4,c_46e54685
c_b4cffbee,4,c_46e54685
5106,4,5106
3466,4,3466
785,4,785
2642,4,2642
3246,4,3246
3188,4,3188
4252,4,4252
3906,4,3906
7371,4,7371
1361,4,1361
971,4,971
1960,4,1960
4519,4,4519
3448,4,3448
954,4,954
2982,4,2982
c_2efea99f,4,c_2efea99f
4220,4,4220
3563,4,3563
3271,4,3271
4090,4,4090
3441,4,3441
2885,4,2885
5261,4,5261
204,4,204
5260,4,5260
6621,4,6621
397,4,397
5245,4,5245
3657,4,3657
4137,4,4137
4059,4,4059
5170,4,5170
7821,4,7821
1457,4,2704
3973,4,2704
3970,4,2704
2704,4,2704
8455,4,2704
8443,4,2704
3972,4,2704
5144,4,2704
5802,4,2704
4882,4,2704
3971,4,2704
5784,4,1046
5600,4,1046
5586,4,1046
4271,4,1046
1046,4,1046
734,4,1046
1047,4,1046
c_5ea6e5c4,4,c_5ea6e5c4
1742,4,1742
1948,4,1948
4404,4,4404
1248,4,1248
189,4,189
c_f5ed5adb,4,c_f5ed5adb
4328,4,4328
2777,4,2777
7217,4,7217
6883,4,6883
3525,4,3525
5625,4,5625
1994,4,1994
6824,4,1994
580,4,580
6105,4,580
7876,4,7876
2408,4,2408
4073,4,4073
44,4,42
42,4,42
6622,4,42
37,4,42
94,4,42
2556,4,2556
866,4,866
5710,4,5710
151,4,148
148,4,148
3699,4,148
3933,4,3933
1609,4,1609
434938,4,434938
3865,4,3865
3387,4,3387
2687,4,2687
c_ce38fff4,4,c_ce38fff4
2343,4,2350
2349,4,2350
2350,4,2350
2352,4,2350
7994,4,6245
6245,4,6245
7993,4,6245
7995,4,6245
7996,4,6245
5242,4,1387
1387,4,1387
5241,4,1387
2430,4,1387
8402,4,8402
3006,4,3006
5295,4,5295
723,4,723
1067,4,1067
521,4,521
5545,4,5545
442958,4,442958
442917,4,442917
5102,4,5102
2986,4,2986
1377,4,1377
1721,4,1791
1711,4,1791
3283,4,1791
1791,4,1791
2724,4,1791
1009,4,1009
299,4,1009
1493,4,1009
5049,4,5049
6120,4,6120
8509,4,8492
8492,4,8492
8510,4,8492
8505,4,8492
8506,4,8492
8508,4,8492
8507,4,8492
7386,4,7386
1542,4,1542
2182,4,2182
6929,4,c_31da5694
c_31da5694,4,c_31da5694
c_f7430876,4,c_f7430876
5256,4,5255
5257,4,5255
5254,4,5255
2872,4,5255
5253,4,5255
5255,4,5255
2309,4,5255
3396,4,5438
596,4,5438
1906,4,5438
3399,4,5438
5438,4,5438
8498,4,5438
3398,4,5438
3397,4,5438
4777,4,5438
1905,4,5438
7354,4,7354
530,4,530
4763,4,4763
4693,4,4693
3735,4,3735
1472,4,1472
3143,4,3143
3144,4,3144
141,4,3144
4628,4,3144
1741,4,3144
4485,4,3144
4853,4,3144
7822,4,7822
5479,4,5479
2095,4,2095
c_b9c60592,4,c_b9c60592
256,4,256
5308,4,256
5450,4,5450
8279,4,8279
7951,4,7951
104,4,104
1358,4,1358
1456,4,1456
5603,4,5603
8403,4,8403
1607,4,1607
4560,4,4560
3630,4,3630
307,4,307
7353,4,7353
701,4,701
2768,4,536
3686,4,536
2769,4,536
536,4,536
399,4,536
2761,4,536
c_1138d9d2,4,c_1138d9d2
3764,4,3764
3265,4,3265
7854,4,7854
1573,4,1573
4773,4,1573
3051,4,3079
3034,4,3079
3079,4,3079
3692,4,3692
1434,4,1434
4624,4,1434
850,4,1434
4833,4,1434
3693,4,3693
7210,4,7210
5684,4,5684
2198,4,2198
4406,4,4406
6292,4,6292
2293,4,2293
1797,4,1797
3452,4,3452
7893,4,1717
7892,4,1717
1717,4,1717
7891,4,1717
7184,4,7184
4054,4,4054
5352,4,5352
5546,4,5546
5786,4,5786
1356,4,1356
3685,4,3685
5384,4,5384
3223,4,3223
1999,4,1999
786,4,786
5945,4,5945
4984,4,4984
246,4,246
1200,4,1200
5658,4,1200
681,4,681
7837,4,7837
570,4,570
740,4,740
1788,4,1788
1789,4,1788
5177,4,5177
3129,4,3129
4063,4,4063
5494,4,4063
3075,4,3075
8354,4,8354
2901,4,2901
7126,4,7126
3536,4,3536
3304,4,3304
3136,4,3136
2542,4,2542
1529,4,1529
5301,4,5301
3159,4,3159
4296,4,4296
4119,4,4119
451941,4,1290
1290,4,1290
451991,4,1290
5598,4,5598
5559,4,5598
5582,4,5598
4302,4,4302
5696,4,1562
c_f2c7a2f7,4,1562
1562,4,1562
3247,4,4738
4784,4,4738
4738,4,4738
4752,4,4738
4815,4,4738
5090,4,4738
4795,4,4738
4814,4,4738
4774,4,4738
4806,4,4738
230,4,4738
5089,4,4738
4813,4,4738
3651,4,3651
5537,4,5537
7902,4,7902
455,4,455
7204,4,7204
3919,4,3919
3463,4,3463
244,4,244
6623,4,6623
2003,4,2003
2844,4,2844
7201,4,7201
3329,4,3329
860,4,217
217,4,217
3876,4,3876
2485,4,2485
2790,4,2790
3596,4,2790
2853,4,2853
8003,4,6238
8006,4,6238
8005,4,6238
8002,4,6238
8004,4,6238
6238,4,6238
4316,4,4316
c_6547ccb7,4,7932
7932,4,7932
722,4,722
1019,4,1019
1043,4,1043
3854,4,3854
2950,4,2950
3228,4,3228
6751,4,6751
976,4,976
4885,4,4885
c_6eb6fb87,4,c_6eb6fb87
1157,4,1157
1583,4,c_791e9f27
c_791e9f27,4,c_791e9f27
1904,4,c_791e9f27
3814,4,3814
480,4,480
6072,4,6072
2732,4,2732
2114,4,2114
481,4,481
1094,4,1094
8477,4,5788
8476,4,5788
7954,4,5788
5942,4,5788
c_2e08d60f,4,5788
8475,4,5788
6709,4,5788
8481,4,5788
5788,4,5788
c_1c478aa5,4,5788
7953,4,5788
8482,4,5788
8478,4,5788
7982,4,5788
2250,4,2250
5895,4,972
1775,4,972
5727,4,972
6406,4,972
5760,4,972
8303,4,972
5722,4,972
972,4,972
6403,4,972
5676,4,972
c_a2e1def8,4,972
8445,4,972
5439,4,972
5857,4,972
8446,4,972
5874,4,972
8444,4,972
450869,4,972
3483,4,3483
2212,4,2212
3378,4,3378
684,4,684
3477,4,3477
2324,4,2324
1135,4,1135
889,4,889
3580,4,3580
4012,4,4012
6754,4,6754
2169,4,2169
3293,4,3293
443629,4,4470
4767,4,4470
5099,4,4470
3340,4,4470
3339,4,4470
4470,4,4470
1404,4,4470
8461,4,4470
3608,4,4470
4768,4,4470
1373,4,4470
443600,4,4470
3343,4,4470
4769,4,4470
4471,4,4470
3341,4,4470
5956,4,4470
8472,4,4470
5167,4,4470
5909,4,4470
6554,4,4470
c_67699417,4,4470
8471,4,4470
3705,4,4470
3118,4,4470
3609,4,4470
643,4,643
3861,4,3861
7824,4,7824
209,4,209
4236,4,2511
4395,4,2511
1988,4,2511
2511,4,2511
1495,4,1495
7931,4,7931
2066,4,2066
2451,4,5418
6218,4,5418
5824,4,5418
5674,4,5418
c_2212c2c4,4,5418
5567,4,5418
5413,4,5418
5772,4,5418
5315,4,5418
8430,4,5418
5418,4,5418
6299,4,6299
1454,4,1454
7834,4,7834
6542,4,6542
5860,4,5860
687,4,687
4246,4,4246
318,4,318
4311,4,4311
6926,4,1806
1806,4,1806
572,4,534
534,4,534
1981,4,1979
1980,4,1979
1979,4,1979
1982,4,1979
3121,4,3121
5389,4,3121
3237,4,3237
1058,4,1058
4385,4,4385
2393,4,2393
4616,4,4616
7187,4,7187
3347,4,3347
3565,4,3565
1443,4,1443
4376,4,357
484,4,357
451486,4,357
2018,4,357
1557,4,357
4217,4,357
5072,4,357
2203,4,357
5617,4,357
1843,4,357
4780,4,357
4148,4,357
1729,4,357
4782,4,357
3784,4,357
1766,4,357
357,4,357
1841,4,357
891,4,357
5556,4,357
33,4,357
4212,4,357
1561,4,357
3326,4,3326
4163,4,4163
440631,4,449
440657,4,449
449,4,449
7390,4,7390
3404,4,3404
2926,4,2926
6851,4,6851
6852,4,6851
6324,4,4352
6325,4,4352
4352,4,4352
4841,4,1606
2224,4,1606
1606,4,1606
1208,4,1606
1253,4,1606
2055,4,1606
247,4,1606
691,4,1606
725,4,725
5622,4,5622
1585,4,1585
3519,4,3519
4659,4,4659
1930,4,1930
5773,4,5773
4016,4,4016
4225,4,4225
4216,4,4216
4402,4,4402
1439,4,1439
1504,4,1504
5236,4,5236
2353,4,2353
3679,4,3679
1694,4,1694
5755,4,5755
5013,4,2754
2754,4,2754
3884,4,2754
1650,4,2754
988,4,2754
5467,4,2754
5244,4,2754
169,4,2754
3471,4,2754
5346,4,2754
3478,4,2754
5014,4,2754
5757,4,5757
5027,4,5027
8382,4,8382
6714,4,6714
1726,4,1726
4552,4,4552
2039,4,2039
c_52792cef,4,2039
6362,4,6362
544,4,5228
997,4,5228
2329,4,5228
3001,4,5228
5228,4,5228
2323,4,5228
5229,4,5228
5387,4,5387
5740,4,4921
c_2c5a05a0,4,4921
4810,4,4921
5651,4,4921
6260,4,4921
1246,4,4921
7955,4,4921
5303,4,4921
3282,4,4921
5028,4,4921
5338,4,4921
6744,4,4921
442791,4,4921
442765,4,4921
5608,4,4921
4921,4,4921
5422,4,5422
1307,4,1307
5289,4,5289
c_47ea173d,4,c_47ea173d
155,4,155
1568,4,1568
6197,4,6197
3205,4,3205
5363,4,5363
4100,4,2278
5896,4,2278
5747,4,2278
4098,4,2278
5513,4,2278
2278,4,2278
4102,4,2278
2122,4,2278
4103,4,2278
4877,4,2278
c_e9ccc5a7,4,2278
6701,4,4293
4293,4,4293
4676,4,1396
989,4,1396
1396,4,1396
6558,4,6558
2622,4,2622
2452,4,2452
6010,4,6010
5501,4,5501
5219,4,5219
6721,4,5219
1888,4,1898
1908,4,1898
1898,4,1898
2644,4,2644
2905,4,2905
6305,4,6305
5734,4,2785
2785,4,2785
3229,4,3229
c_04ae3ba8,4,c_04ae3ba8
5641,4,5641
3758,4,1935
3760,4,1935
1935,4,1935
4218,4,1935
3761,4,1935
1643,4,1935
7369,4,7369
173,4,173
c_896e199b,4,c_896e199b
5397,4,5397
2882,4,4042
4042,4,4042
921,4,4042
2884,4,4042
8355,4,8355
4348,4,3003
3003,4,3003
6374,4,3003
958,4,3003
2294,4,3003
80,4,3003
2793,4,3003
1008,4,3003
3295,4,3003
4627,4,3003
231,4,3003
4843,4,3003
4095,4,4095
4022,4,4022
1250,4,1250
c_cdec6719,4,c_cdec6719
1437,4,1437
1928,4,1928
3,4,3
2818,4,2818
2289,4,2289
1295,4,1295
4403,4,809
811,4,809
809,4,809
3591,4,809
1881,4,809
7133,4,7133
3786,4,3786
c_39046afb,4,c_39046afb
4333,4,4333
3081,4,3081
2538,4,2538
6365,4,6365
1649,4,1649
1247,4,1247
4301,4,4301
3829,4,3829
102,4,102
1891,4,1891
274,4,274
700,4,700
3915,4,3915
511,4,511
162,4,3168
4278,4,3168
4525,4,3168
4513,4,3168
3168,4,3168
4504,4,3168
2700,4,2700
5201,4,5201
2648,4,2648
1298,4,1298
1743,4,1743
1926,4,1926
5147,4,5147
4032,4,4032
7875,4,7875
3792,4,6047
6047,4,6047
3117,4,3117
6013,4,6013
8531,4,8496
8530,4,8496
8533,4,8496
8528,4,8496
8532,4,8496
8496,4,8496
8529,4,8496
4825,4,4825
5050,4,5050
3113,4,3113
3078,4,3078
3747,4,3747
2834,4,2834
553,4,2834
1941,4,2834
2330,4,2330
3105,4,3105
2193,4,2193
3379,4,3379
1811,4,1811
2660,4,2660
59,4,59
5425,4,5425
5694,4,5694
568,4,568
2321,4,3174
3174,4,3174
2322,4,3174
97,4,3174
4500,4,3174
812,4,3174
5935,4,3174
7943,4,6345
6345,4,6345
7810,4,6345
7811,4,6345
4563,4,4563
683,4,683
4516,4,4516
3691,4,3691
697,4,697
382,4,382
403,4,403
1118,4,1118
450983,4,450983
1272,4,2124
2124,4,2124
2085,4,2124
3989,4,2124
c_4768a12e,4,c_4768a12e
442821,4,442821
2794,4,2794
1145,4,1145
5238,4,5238
3095,4,5238
8375,4,4812
4812,4,4812
4149,4,4812
8378,4,4812
8377,4,4812
703,4,4812
2009,4,2009
1636,4,1636
6277,4,1636
339,4,339
2052,4,2052
4180,4,4180
3542,4,3542
1071,4,1071
3911,4,3911
1187,4,1187
1045,4,1045
c_804a9afe,4,c_804a9afe
5794,4,5794
2706,4,2706
3673,4,3673
6329,4,6329
2869,4,2869
482,4,482
46,4,482
4240,4,482
3094,4,482
7881,4,7881
6054,4,6054
2227,4,5127
5127,4,5127
2618,4,5127
5811,4,5127
6266,4,5127
3611,4,3611
5250,4,5250
1684,4,1684
7998,4,6239
6239,4,6239
7999,4,6239
1799,4,1799
1808,4,1799
1812,4,1799
433,4,1799
3846,4,3846
2992,4,2992
3594,4,3594
3486,4,3486
5690,4,3486
6545,4,3486
6546,4,3486
7339,4,3486
7361,4,3486
2831,4,2831
2222,4,2222
2404,4,2404
2415,4,2404
2426,4,2404
4107,4,4107
420,4,420
1423,4,1423
7835,4,7835
3993,4,3993
1679,4,706
3041,4,706
706,4,706
694,4,706
2924,4,2924
6303,4,2924
5898,4,5898
5702,4,1670
2019,4,1670
5701,4,1670
5703,4,1670
4888,4,1670
7941,4,1670
1580,4,1670
5704,4,1670
5700,4,1670
c_104476d7,4,1670
1670,4,1670
6890,4,6890
5770,4,5770
787,4,787
6619,4,6619
4846,4,351
1217,4,351
4465,4,351
2057,4,351
5108,4,351
249,4,351
1128,4,351
1769,4,351
1842,4,351
1166,4,351
351,4,351
4092,4,351
1236,4,351
1617,4,351
1216,4,351
3830,4,351
4161,4,351
2058,4,351
4285,4,4285
5980,4,5980
4089,4,4089
3953,4,3953
1738,4,1738
7193,4,7193
676,4,676
1473,4,457
457,4,457
4490,4,4490
5677,4,5677
6884,4,6884
4270,4,4270
4142,4,4142
4660,4,4660
7343,4,7343
500,4,500
3887,4,3887
1153,4,1153
7809,4,7809
3759,4,3759
451,4,451
3529,4,3529
2977,4,2977
8371,4,8371
1505,4,1505
3925,4,3925
5287,4,5287
4593,4,4593
7820,4,7820
4118,4,4118
6302,4,6302
1801,4,1801
5033,4,1801
1616,4,1616
1144,4,1144
6748,4,6748
4859,4,4859
1677,4,1677
587,4,1677
1973,4,1677
300,4,1677
1970,4,1677
6367,4,6367
5252,4,5252
1314,4,1314
926,4,926
3577,4,3577
1002,4,1002
2031,4,2031
6388,4,1148
6387,4,1148
7360,4,1148
1149,4,1148
1148,4,1148
7218,4,1148
5269,4,1148
1150,4,1148
6389,4,1148
470,4,470
175,4,175
6770,4,175
1984,4,175
5348,4,175
2627,4,2465
2465,4,2465
c_1137acd8,4,2465
5585,4,2465
4805,4,4805
4743,4,4743
4746,4,4743
4745,4,4743
4747,4,4743
c_847fc9f2,4,c_847fc9f2
5081,4,5081
6062,4,6062
6320,4,6320
3500,4,3500
2296,4,2296
1781,4,1781
3948,4,3948
1304,4,1304
3196,4,3196
1468,4,1468
3824,4,3824
3832,4,3824
1059,4,3824
5065,4,3824
4700,4,4700
3516,4,4700
6117,4,6117
20,4,20
7877,4,7877
589,4,589
2822,4,2822
2295,4,2295
1956,4,1956
1629,4,1629
5173,4,5173
2917,4,2917
443,4,453
437655,4,453
7939,4,453
453,4,453
5884,4,453
92,4,453
6055,4,6055
4480,4,4480
4055,4,4055
4530,4,4530
6064,4,6064
5470,4,5470
1962,4,1962
2797,4,2797
826,4,826
c_d8d35f08,4,c_d8d35f08
c_764bcd4e,4,c_764bcd4e
5639,4,5638
5638,4,5638
5174,4,800
4151,4,800
800,4,800
5750,4,2050
2050,4,2050
4477,4,2050
2049,4,2050
2047,4,2050
2048,4,2050
8552,4,2050
393,4,393
3380,4,556
556,4,556
1703,4,556
6609,4,6609
4409,4,4409
2444,4,2444
3547,4,592
592,4,592
4435,4,592
593,4,592
1259,4,592
3354,4,592
1535,4,592
1243,4,592
4551,4,592
1257,4,592
6273,4,592
107,4,592
3548,4,592
2953,4,592
4553,4,592
106,4,592
3272,4,3272
6881,4,6881
1364,4,1364
6825,4,6825
8007,4,6242
8008,4,6242
6242,4,6242
3995,4,542
3996,4,542
605,4,542
1623,4,542
5143,4,542
598,4,542
5444,4,542
603,4,542
4791,4,542
611,4,542
542,4,542
3992,4,542
1171,4,542
422,4,542
501,4,4503
3934,4,4503
4503,4,4503
57,4,57
8462,4,255
439498,4,255
5328,4,255
255,4,255
4043,4,255
6408,4,6408
429,4,429
2570,4,2570
6029,4,6029
669,4,669
1288,4,1288
918,4,2792
2792,4,2792
928,4,2792
894,4,2792
1244,4,1244
828,4,828
4003,4,3521
3526,4,3521
3521,4,3521
1011,4,1011
760,4,1912
1912,4,1912
3445,4,4127
1441,4,4127
4127,4,4127
4106,4,4127
3444,4,4127
2097,4,4127
7823,4,7823
1641,4,3123
3123,4,3123
5666,4,3123
3169,4,3123
1222,4,1222
6129,4,6129
4347,4,1486
2401,4,1486
3618,4,1486
5025,4,1486
1486,4,1486
2839,4,1486
3065,4,1486
4284,4,1486
4283,4,1486
1611,4,342
342,4,342
321,4,342
5029,4,342
2027,4,342
4351,4,342
1840,4,1840
2429,4,1840
4617,4,1840
288,4,288
650,4,650
3562,4,3562
3064,4,3064
583,4,583
717,4,583
548,4,583
3649,4,3649
1255,4,1255
3110,4,3110
3746,4,3746
5678,4,5678
1823,4,1823
6927,4,6927
5489,4,5489
3707,4,3707
2762,4,2762
3100,4,3100
2569,4,2569
2154,4,2154
1447,4,1447
5839,4,5682
5682,4,5682
5782,4,5682
5533,4,5682
741,4,741
3365,4,3365
3366,4,3365
1084,4,3365
3553,4,3553
3687,4,3687
221,4,221
4312,4,4312
1007,4,1007
585,4,585
7984,4,7984
8460,4,8460
5680,4,5680
3033,4,3027
3027,4,3027
3669,4,3669
435,4,435
5595,4,5595
3088,4,3088
6610,4,6023
8425,4,6023
5496,4,6023
5497,4,6023
6023,4,6023
1757,4,1757
2919,4,2919
6402,4,2919
5409,4,5409
2651,4,2651
4223,4,4223
2101,4,4223
3392,4,3392
3990,4,3990
195,4,195
6855,4,195
3353,4,3353
646,4,646
1830,4,1830
8479,4,5343
5343,4,5343
2781,4,2781
3216,4,3216
6115,4,1567
1136,4,1567
6145,4,1567
1631,4,1567
1567,4,1567
6146,4,1567
5393,4,1567
794,4,794
2749,4,2749
4569,4,4569
8322,4,8317
8318,4,8317
8323,4,8317
8320,4,8317
8317,4,8317
4209,4,4209
933,4,933
2668,4,2668
3384,4,3384
3291,4,3291
211,4,211
1156,4,1156
112,4,5146
5146,4,5146
7836,4,7836
1073,4,1073
5725,4,5725
640,4,640
6862,4,6862
2806,4,2806
2371,4,2371
7202,4,7202
6257,4,6257
1022,4,1022
3831,4,3831
3695,4,3695
1061,4,1061
1485,4,1485
4121,4,4121
4718,4,5018
2104,4,5018
4725,4,5018
4715,4,5018
4713,4,5018
4717,4,5018
4716,4,5018
4720,4,5018
4883,4,5018
4722,4,5018
4719,4,5018
4723,4,5018
601,4,5018
5990,4,5018
5380,4,5018
4724,4,5018
1671,4,5018
5018,4,5018
4714,4,5018
1134,4,5018
4824,4,c_8331ae25
c_8331ae25,4,c_8331ae25
1235,4,c_8331ae25
3558,4,3558
7127,4,7127
177,4,177
2060,4,177
5351,4,5351
1162,4,1162
6715,4,6715
2804,4,2804
5376,4,2804
4449,4,4449
3043,4,3043
147,4,147
5053,4,5053
387,4,387
1026,4,1026
1349,4,1026
625,4,1026
1138,4,1138
140,4,140
3652,4,3652
3433,4,2567
2567,4,2567
3434,4,2567
6377,4,2567
5952,4,2567
4771,4,4771
131,4,4771
6885,4,6885
447917,4,447917
445203,4,6284
4027,4,6284
5131,4,6284
5129,4,6284
445228,4,6284
6284,4,6284
8489,4,6284
4473,4,6284
6285,4,6284
445259,4,6284
3443,4,3443
319,4,319
3361,4,3361
935,4,935
4581,4,4581
441,4,441
444,4,441
4537,4,4537
1863,4,2733
2733,4,2733
4170,4,2733
3904,4,3904
3251,4,3251
1920,4,1920
2932,4,2932
236,4,236
663,4,663
5792,4,5792
6311,4,6311
3694,4,3694
4235,4,4235
1496,4,1496
1784,4,1784
834,4,834
893,4,893
5732,4,1852
5305,4,1852
6904,4,1852
3289,4,1852
6741,4,1852
5902,4,1852
1852,4,1852
5307,4,1852
2855,4,1852
5594,4,1852
3285,4,1852
5306,4,1852
3287,4,1852
3286,4,1852
3356,4,1852
3284,4,1852
1097,4,1097
692,4,692
665,4,665
2225,4,665
1351,4,665
5465,4,2002
3236,4,2002
5240,4,2002
2946,4,2002
4493,4,2002
5157,4,2002
5153,4,2002
4749,4,2002
2890,4,2002
3235,4,2002
2002,4,2002
947,4,2002
2386,4,2002
1354,4,1354
5171,4,5171
7128,4,5498
5498,4,5498
1913,4,1913
4495,4,1913
2948,4,2948
1910,4,1910
2640,4,2640
6202,4,6202
2290,4,2290
3598,4,3598
2604,4,2605
7382,4,2605
1389,4,2605
3751,4,2605
3332,4,2605
4494,4,2605
3362,4,2605
1369,4,2605
7946,4,2605
